web_scraper_order,web_scraper_start_url,ingredient_link,ingredient_link-href,ingredient_name,rating,benefits,categories,INFO_GLANCE
"1766115347-428","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-ph-adjuster.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","The Ultimate Guide to pH and Your Skin","","","",""
"1766115353-429","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pfaffia-paniculata-root-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pfaffia Paniculata Root Extract","Rating: Good","Benefits: Anti-Aging","Categories: Antibacterial, Antioxidant, Plant Extracts","From the suma, or Brazilian ginseng, plantHas anti-inflammatory propertiesAlso has antioxidant benefits"
"1766115358-430","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peucedanum-japonicum-leaf-stem-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Peucedanum Japonicum Leaf/Stem Extract","Rating: Good","Benefits: Anti-Aging, Soothing","Categories: Antioxidant, Plant Extracts","Derived from Japanese parsleyHas antioxidant propertiesCan fight oxidative stressed caused by blue lightHas soothing benefits"
"1766115364-431","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentylene-glycol.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentylene Glycol","Rating: Good","Benefits: Hydration","Categories: Humectant, Solvent, Preservative","Occurs naturally in some plants (such as sugar beets)Binds well to water, making it a good hydrating ingredientHas mild preservative propertiesHas been deemed safe as used in cosmetics"
"1766115369-432","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentasodium-pentetate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentasodium Pentetate","Rating: Good","","Categories: Chelating Agent",""
"1766115375-433","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentapeptide-34-trifluoroacetate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentapeptide-34 trifluoroacetate","Rating: Good","Benefits: Anti-Aging","Categories: Antioxidant, Peptides","Synthetic peptide said to help boost skin’s coenzyme Q10 contentMay help energize skin’s uppermost layersOnly low levels needed for documented efficacyIndependent research on this peptide is lackingMay help protect skin from air polution damage"
"1766115380-434","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentapeptide-18.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentapeptide-18","Rating: Good","Benefits: Anti-Aging, Evens Skin Tone, Hydration","Categories: Peptides","Considered a neurotransmitter-inhibiting peptide (“neuropeptide”)Most famously studied for its ability to visibly minimize expression lines and wrinkle depthAlso noted in research for its ability to hydrate skin and improve firmnessMay also have the potential to reduce skin discolorations"
"1766115385-435","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaerythrityl-tetraoctanoate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaerythrityl Tetraoctanoate","Rating: Good","","Categories: Occlusive/Opacifying Agent, Texture Enhancer",""
"1766115391-436","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaerythrityl-tetraisostearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaerythrityl Tetraisostearate","Rating: Good","","Categories: Emollient, Texture Enhancer","Functions as a thickener, moisturizing ingredient, and binding agentDerived from the fatty acid isostearic acidUsed in cosmetics in amounts from 0.1% to 55%Deemed safe as used in skin care products"
"1766115396-437","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaerythrityl-tetraethylhexanoate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaerythrityl Tetraethylhexanoate","Rating: Good","Benefits: Hydration","Categories: Emollient, Texture Enhancer","Assists skin in trapping moisture, allowing for a smooth, plump appearanceEnhances and thickens a formula’s textureUsed in cosmetics in amounts ranging from .06% to 50%CIR Expert Panel deemed safe for use in cosmetics and skin care products"
"1766115401-438","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaerythrityl-tetra-di-t-butyl-hydroxyhydrocinna.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate","Rating: Good","","Categories: Antioxidant","Synthetic ingredient that works as an antioxidantHelps ensure consistent efficacy and stability of other antioxidantsPrevents unwanted color changes in cosmeticsWorks best in products that contain fats and oils"
"1766115407-439","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaerythrityl-distearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaerythrityl Distearate","Rating: Good","Benefits: Hydration","Categories: Emollient, Texture Enhancer","Used as an emulsifying agent and emollient in skin care formulasProtects skin from water lossOften used in skin care to enhance formula textureDescribed as an off-white wax-like substance in its raw materials form"
"1766115412-440","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-pentaclethra-macroloba-seed-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Pentaclethra Macroloba Seed Oil","Rating: Good","Benefits: Anti-Aging, Dark Spot Fading, Evens Skin Tone, Hydration","Categories: Antioxidant, Plant Extracts, Emollient","Has antioxidant propertiesRich in hydrating fatty acidsCan potentially fight hyperpigmentationAlso called pracaxi oil"
"1766115417-441","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-90m.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG 90M","Rating: Good","","Categories: Texture Enhancer, pH Adjuster/Stabilizer",""
"1766115423-442","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-8-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-8 Dimethicone","Rating: Good","Benefits: Hydration","Categories: Silicone, Polymer, Humectant","Synthetic replenishing agent that has a softening effect on skin and hairCan be used as an oil-in-water emulsifier to enhance the overall texture of a formulaMay help to “detackify” ingredients in formulationsAdds moisture to surfactant-based products such as shampoos, body washes, and facial cleanserDeemed safe for cosmetic use"
"1766115428-443","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-8-beeswax.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-8 Beeswax","Rating: Good","Benefits: Hydration","Categories: Emollient, Texture Enhancer","Formed by the esterification of beeswax and polyethylene glycolAdds emollience to formulasEmulsifier and surfactantLight-colored wax in its raw formRuled safe as used in cosmetics"
"1766115433-444","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-80-sorbitan-laurate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-80 Sorbitan Laurate","Rating: Good","","Categories: Cleansing Agent",""
"1766115439-445","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-8.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-8","Rating: Good","Benefits: Hydration","Categories: Humectant, Solvent",""
"1766115444-446","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-7-glyceryl-cocoate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-7 Glyceryl Cocoate","Rating: Good","Benefits: Hydration","Categories: Cleansing Agent, Emollient","Emollient, surfactant, and emulsifier that’s partially derived from coconutOften used in moisturizers, hair conditioners, and cleansersPurification process helps control any potentially dangerous byproductsDeemed safe as used in cosmetics"
"1766115449-447","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-75-stearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-75 Stearate","Rating: Good","","Categories: Cleansing Agent",""
"1766115455-448","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-75-shea-butter-glycerides.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-75 Shea Butter Glycerides","Rating: Good","Benefits: Hydration","Categories: Emollient, Cleansing Agent","Made partly from the hydrating glyceride portion of emollient shea butterPEG-75 is a lightweight humectant and helps bind ingredients in a formulaWorks with surfactants to boost gentle cleansingLeaves skin feeling soft and supple"
"1766115460-449","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-75.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-75","Rating: Good","Benefits: Hydration","Categories: Humectant","Functions as a humectant to boost skin’s hydration May also be used as a solvent to mesh ingredients cohesively and enhance formulary texture Considered a higher molecular weight PEGProven track record as a safe skin care ingredient"
"1766115465-450","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-60-hydrogenated-castor-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-60 Hydrogenated Castor Oil","Rating: Good","Benefits: Hydration","Categories: Plant Extracts, Emollient, Cleansing Agent","Primarily used as a cleansing agentHelps whisk away oil, dirt and other debrisProvides emulsifying and solubilizing benefits which improves aesthetics and performanceProven track record as a safe cosmetic ingredientIdentified concentrations in cosmetic use range from 0.00004% to 18%"
"1766115470-451","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-60-almond-glycerides.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-60 Almond Glycerides","Rating: Good","Benefits: Hydration","Categories: Emollient","Derivative of fatty acids from almond oilFunctions as a skin-conditioning agent, emollient, and emulsifierFound non-irritating even in concentrations up to 20%"
"1766115476-452","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-40-stearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-40 Stearate","Rating: Good","","Categories: Cleansing Agent","Typically functions as a cleansing agent in skin care formulasCan also be used as a thickener/texture enhancer or to help keep ingredients solubleKnown to enhance the penetration of other key ingredientsLong history of safe cosmetic use"
"1766115481-453","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-40-hydrogenated-castor-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-40 Hydrogenated Castor Oil","Rating: Good","Benefits: Hydration","Categories: Plant Extracts, Emollient, Texture Enhancer","Acts as an emollient, emulsifying agent, and solubility-enhancing ingredientImparts a soft feel on skin and minimizes moisture lossProven track record as non-sensitizing and safe for use in cosmeticsCreated from a mixture of synthetic polyethylene glycol (PEG) + natural castor oilMolecular properties allow it to effectively moisturize skin’s surface"
"1766115487-454","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-4.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-4","Rating: Good","","Categories: Humectant","Type of polyethylene glycolUsed as a humectant and solvent in cosmeticsRuled safe for use in skin careHighest concentration (20%) is used in manicure preparations"
"1766115492-455","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-33.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-33","Rating: Good","Benefits: Hydration","Categories: Polymer, Humectant, Solvent","Lightweight, skin-friendly polymerHelps draw and hold moisture within skinEnhances formulary stabilityWorks as a non-irritating solvent"
"1766115497-456","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-32.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-32","Rating: Good","Benefits: Hydration","Categories: Emulsifier, Solvent, Humectant",""
"1766115503-457","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-30-stearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Peg-30 Stearate","Rating: Good","","Categories: Cleansing Agent, Suspending/Dispersing Agent, Emulsifier","Made from polyethylene glycol and stearic acidHas cleansing, emulsifying, suspending, and solubolizing propertiesMay be animal-derived or syntheticConsidered safe as used in cosmeticsAmong the lesser-used PEG compounds"
"1766115508-458","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-20-methyl-glucose-sesquistearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-20 Methyl Glucose Sesquistearate","Rating: Good","Benefits: Hydration","Categories: Cleansing Agent, Emollient, Emulsifier","Mixture of a glycol with a fatty acid and glucose that offers multiple functions within cosmetic formulasCan be used as a gentle cleansing agent or oil-in-water emulsifierProvides emollient properties to deliver a soft afterfeel to skinDescribed as a pale yellow liquid in raw material form"
"1766115513-459","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-20-glyceryl-triisostearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-20 Glyceryl Triisostearate","Rating: Good","Benefits: Hydration","Categories: Cleansing Agent, Emollient, Emulsifier","An ester of the fatty acid isostearic acid combined with polyethylene glycol and glycerinMay be animal-derived or syntheticCommonly used as an emulsifier and mild cleansing agentNoted for offering skin-softening properties"
"1766115519-460","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-200-hydrogenated-glyceryl-palmate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-200 Hydrogenated Glyceryl Palmate","Rating: Good","","Categories: Texture Enhancer","Thickener used in hair and skin care productsAlso an emulsifierRuled safe as used in cosmeticsAppears as a slightly yellowish liquid in its raw form"
"1766115524-461","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-150-distearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-150 Distearate","Rating: Good","","Categories: Cleansing Agent",""
"1766115530-462","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-14.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-14","Rating: Good","Benefits: Hydration","Categories: Polymer, Humectant","Functions as a humectant to increase skin’s hydrationMay also be used as a solvent to mesh ingredients cohesivelyDeemed safe by the Cosmetic Ingredient Review Expert PanelWith any PEG ingredient followed by a number, the lower the number, the lighter weight the ingredient"
"1766115535-463","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-12-glyceryl-dimyristate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-12 Glyceryl Dimyristate","Rating: Good","Benefits: Hydration","Categories: Humectant",""
"1766115540-464","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-12-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-12 Dimethicone","Rating: Good","Benefits: Hydration","Categories: Emollient, Silicone","Blend of skin-protective dimethicone + a lightweight polyethylene glycolFunctions as a hair/skin-conditioning agentAlso helps improve the texture and perceived finish of skin care formulasDeemed a safe cosmetic ingredient"
"1766115546-465","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-120-methyl-glucose-dioleate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-120 Methyl Glucose Dioleate","Rating: Good","","Categories: Cleansing Agent, Texture Enhancer",""
"1766115551-466","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-10-rapeseed-sterol.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-10 Rapeseed Sterol","Rating: Good","Benefits: Hydration","Categories: Cleansing Agent, Emollient","Hybrid blend of synthetic and plant-derived ingredientsContains fatty acid from the rapeseed plantUsed as a cleansing agentAlso an emulsifier"
"1766115556-467","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-10-phytosterol.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-10 Phytosterol","Rating: Good","","Categories: Cleansing Agent, Emulsifier","Used in skin care products as a cleansing agent/emulsifierPlays a role in enhancing the overall texture of a formulaGoes by alternate names depending on how it’s sourcedSoy-based phytosterols can help rejuvenate aging skin by keeping it pliant and suppleRecognized as safe for use in cosmetic products"
"1766115561-468","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-10-dimethicone-vinyl-dimethicone-crosspolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-10 Dimethicone/Vinyl Dimethicone Crosspolymer","Rating: Good","Benefits: Hydration","Categories: Silicone, Emollient, Polymer",""
"1766115567-469","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-10-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-10 Dimethicone","Rating: Good","Benefits: Hydration","Categories: Silicone, Humectant",""
"1766115572-470","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-100-stearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG-100 Stearate","Rating: Good","","Categories: Cleansing Agent, Emulsifier, pH Adjuster/Stabilizer","Multitasking ingredient that can be used as an emulsifier/cleansing agent in cosmetic formulasMay also be utilized to deliver a soft, moisturized feel to skin, thanks to its emollient propertiesIn cleansing solutions, it helps contribute to the foamability of the formulaDeemed safe by the Cosmetic Ingredient Review Expert Panel"
"1766115577-471","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-ppg-20-15-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG/PPG-20/15 Dimethicone","Rating: Good","","Categories: Cleansing Agent, Emulsifier, Silicone",""
"1766115583-472","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-ppg-18-4-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG/PPG-18/4 Copolymer","Rating: Good","","Categories: Solvent, Polymer",""
"1766115588-473","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-ppg-18-18-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG/PPG-18/18 Dimethicone","Rating: Good","","Categories: Cleansing Agent, Emulsifier, Silicone","Type of silicone that enhances formulary texture and spreadabilityCreates a breathable barrier that prevents water loss (ideal for improving dehydrated skin)Found in a variety of beauty products including makeup, sunscreen, and hair careDeemed safe by the Cosmetic Ingredient Review Expert Panel"
"1766115593-474","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-ppg-17-6-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG/PPG-17/6 Copolymer","Rating: Good","","Categories: Solvent, Polymer","Works primarily as a solventAdditional functions include moisturizer and cleansing agentIs a moderate-viscosity fluidDeemed safe as used in cosmetics"
"1766115599-475","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-peg-ppg-14-4-dimethicone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","PEG/PPG-14/4 Dimethicone","Rating: Good","","Categories: Emulsifier, Cleansing Agent","Derivative of the silicone dimethicone combined with two glycolsServes as a surfactant and emulsifierAlso conditions hair and skinRuled safe as used in cosmetics"
